,names,good_topic1,good_topic2,good_topic3,good_topic4,good_topic5,good_topic6,bad_topic1,bad_topic2,bad_topic3,bad_topic4,bad_topic5,bad_topic6,main_good_topic,main_bad_topic
1700,Gourmet Grille,0.39596845700000005,0.049420327,0.158123086,0.0,0.356826494,0.026215002,0.0,0.54582864,0.308129102,0.032566559,0.0,0.11167059800000001,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
1701,Gourmet on the Go,0.21372958,0.072364186,0.013959379,0.552290817,0.135733863,0.0,0.0,0.692205906,0.040089585,0.075427776,0.0,0.17888726800000002,good_topic4,"bad_topic2,bad_topic6"
1702,Gracie's Kitchen,0.18409873899999998,0.069137405,0.17862853399999998,0.011394276000000002,0.517036519,0.028715529,0.11595997,0.342150539,0.12601158,0.30664148199999997,0.054323765999999996,0.049304619,good_topic5,"bad_topic1,bad_topic2,bad_topic3,bad_topic4"
1703,Grady's Public House,0.11038323400000001,0.081748792,0.046810104000000005,0.172472453,0.30022662699999997,0.276384758,0.026075236,0.407071193,0.254766449,0.19331844899999998,0.0,0.115730094,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1704,Graffiti Burger,0.011393617,0.026224333,0.214259748,0.644437475,0.056462503,0.038080897,0.0225405,0.5306246139999999,0.22103441899999998,0.083021296,0.00305503,0.131841405,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
1705,Graffiti Burger Bar,0.036118818999999996,0.0,0.231747295,0.10629854400000001,0.18679581399999998,0.430340554,0.022152392000000003,0.519112809,0.264380692,0.068479641,0.005826454,0.11376255,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1706,Graffiti Junktion,0.020684215,0.058115794000000005,0.063627721,0.265474395,0.312450123,0.27019020899999996,0.026143292999999998,0.543463338,0.23817858100000003,0.095902308,0.005148064,0.084610133,good_topic5,"bad_topic2,bad_topic3"
1707,Graffiti Junktion - Lake Mary,0.0,0.060985385999999996,0.0,0.187905818,0.325218446,0.410160085,0.015321356000000001,0.5837477670000001,0.207351575,0.084828969,0.000828312,0.09952061699999999,good_topic6,"bad_topic2,bad_topic3"
1708,Graffiti Junktion - Nona,0.0,0.019835879,0.071054445,0.141686803,0.42208815200000005,0.333509323,0.043518300999999995,0.494360068,0.22304653,0.08439015,0.010132011,0.13692790400000002,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1709,Graffiti Junktion - Thornton Park,0.01322241,0.047501507000000005,0.049122194,0.25750645899999997,0.297530108,0.323604069,0.027580671,0.53265484,0.230901694,0.08926502800000001,0.006090427,0.10658940199999999,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1710,Graffiti Junktion Clermont,0.0066356340000000005,0.027077906000000002,0.100101853,0.1904409,0.35983766799999994,0.30460123100000003,0.02941384,0.550521895,0.21417950300000002,0.108177858,0.014362898999999998,0.07700145,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
1711,Graffiti Junktion College Park,0.004165409,0.069916319,0.036382205,0.272033538,0.290278015,0.313408258,0.022830472,0.5277163770000001,0.219498794,0.07585681400000001,0.017791167,0.128376248,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1712,Graffiti Junktion Dr. Phillips,0.0,0.07593548900000001,0.11810916,0.22368905,0.267950693,0.300576022,0.00921261,0.531565681,0.21831074399999997,0.107847619,0.030434035,0.093756104,good_topic6,"bad_topic2,bad_topic3,bad_topic4"
1713,Graffiti Junktion Longwood,0.005190883,0.067517801,0.085148178,0.223865085,0.258767211,0.348961399,0.02384258,0.5622797420000001,0.21008925899999997,0.07079728,0.011552021,0.113041096,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1714,Graffiti Junktion Winter Springs,0.022717757999999998,0.0,0.100694985,0.148674334,0.289908371,0.42802604899999996,0.027867724,0.5768930729999999,0.18313875899999998,0.105887486,0.009195955,0.090544023,good_topic6,"bad_topic2,bad_topic3,bad_topic4"
1715,Grainery Cafe,0.278368562,0.708126441,0.0,0.0,0.0,0.0,0.0,0.348167161,0.409853672,0.130554542,0.0,0.107627545,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1716,Grammas Corner Kitchen,0.08701733199999999,0.5047528579999999,0.11661252,0.037811383,0.20020872399999998,0.043564134000000004,0.003360642,0.509855704,0.24270017600000002,0.132702031,0.010906735,0.09428744300000001,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
1717,Grand Army Tavern,0.171728372,0.190563044,0.075608316,0.023443299,0.14864872,0.379069266,0.0,0.558154638,0.262590485,0.081034217,0.0,0.091793439,good_topic6,"bad_topic2,bad_topic3"
1718,Grand Central Bakery,0.24121505399999998,0.338813056,0.331808198,0.007371095,0.051321180999999993,0.019605216,0.028645313999999998,0.521891291,0.248015796,0.081007731,0.010340813,0.101949415,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1719,Grand Central Bakery - Cedar Mill,0.143676252,0.302739305,0.384164171,0.0,0.147169435,0.011507661,0.022147839,0.49386408600000004,0.26394461199999997,0.104716856,0.025806946,0.08105721,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1720,Grand Central Baking Company,0.30281724600000004,0.290873412,0.289331245,0.0,0.011890966999999999,0.096061583,0.014915093999999999,0.586611211,0.25410467,0.098025436,0.0,0.040184909,good_topic1,"bad_topic2,bad_topic3"
1721,Grandview Cafe,0.069705137,0.16554786400000002,0.061151093,0.094688335,0.263870452,0.33426042100000003,0.03231952,0.530904956,0.21634762300000002,0.091675433,0.007959384,0.113496785,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1722,Grant Park Coffeehouse,0.096530023,0.5466542010000001,0.25022785,0.010432452,0.041982799,0.044997438,0.029482871,0.48574046299999996,0.29695645600000004,0.066935067,0.016524521,0.100390533,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1723,Grant's Philly Cheesesteaks,0.32595014,0.038520224,0.361273899,0.129938165,0.11583466099999999,0.017894074,0.039190905,0.536755456,0.225883057,0.111496144,0.003984484,0.074742708,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1724,Grapes 'n Growlers,0.091351004,0.015271952,0.106115258,0.008562417,0.133434491,0.631519504,0.0,0.66510132,0.175121445,0.151997156,0.0,0.0,good_topic6,"bad_topic2,bad_topic3,bad_topic4"
1725,Grass Fed,0.010237025,0.039334936,0.147228724,0.580691806,0.09360328,0.118968732,0.033841677,0.568354756,0.18669577899999998,0.086620998,0.012189268,0.10673535099999999,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
1726,Grass Fed Forest Hills,0.025079109,0.028042819,0.11497002699999999,0.317210387,0.10949066699999999,0.39452569,0.003469368,0.5792332379999999,0.228788523,0.081361197,0.005468228,0.097523894,good_topic6,"bad_topic2,bad_topic3"
1727,Grass Roots Cafe,0.275378095,0.231126067,0.319889687,0.031974062000000004,0.11933777300000001,0.014089662,0.064124084,0.667714894,0.144832671,0.043811845999999995,0.040204641,0.023431671,good_topic3,"bad_topic2,bad_topic3"
1728,Grasshopper Cafe,0.055867905999999995,0.541907256,0.176168975,0.032786237,0.164296061,0.018367537,0.031704657000000004,0.517381523,0.22652361199999999,0.11840282199999999,0.001308245,0.09936402400000001,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
1729,Grateful Dedham Diner,0.054766037999999996,0.635838867,0.080574221,0.023656277000000003,0.161624293,0.032725783,0.022594534,0.477861659,0.257466117,0.091414106,0.0,0.146131874,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1730,Grattin Dog,0.107447264,0.106363014,0.099236912,0.5594190139999999,0.088121031,0.027318038,0.0,0.61078465,0.193142667,0.18438012899999998,0.0,0.0,good_topic4,"bad_topic2,bad_topic3,bad_topic4"
1731,Gravy,0.144584932,0.568913354,0.118805403,0.039105287999999995,0.10311636099999999,0.015767746000000003,0.017429003999999998,0.496958715,0.23389614399999997,0.12003443300000001,0.0065281409999999995,0.119739309,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1732,GreCo,0.328092761,0.17519023,0.09099839,0.040203167000000005,0.12846416,0.228414714,0.016505257,0.508082857,0.243865224,0.127184054,0.005123217,0.09263324199999999,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1733,Great American Hotdog,0.032401802,0.079034822,0.126392653,0.499603556,0.19339767800000002,0.055188428,0.021950812000000004,0.526206399,0.195791325,0.18280603199999998,0.0,0.063577997,good_topic4,"bad_topic2,bad_topic3,bad_topic4"
1734,Great American Tavern,0.0,0.0,0.063236134,0.0,0.442810259,0.479186069,0.018951126999999998,0.537012224,0.199531755,0.103072886,0.004947502,0.12958956300000002,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1735,Great Dane Coffee,0.050377062,0.5967697479999999,0.286227262,0.003284268,0.0,0.054385115,0.0,0.46894722,0.385213274,0.0,0.0,0.13631385099999999,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1736,Great Harvest Bread,0.338703951,0.25995116,0.261588945,0.0,0.111457772,0.019186808,0.023045537999999997,0.444165866,0.272112347,0.101982407,0.0,0.149480396,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1737,Great Harvest Bread Co.,0.315284327,0.360338761,0.255665269,0.015336975,0.036429796,0.006797478000000001,0.0255802,0.5345996000000001,0.242449807,0.10984401199999999,0.007856390999999999,0.073192752,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
1738,Great Harvest Bread Company,0.328311439,0.230383258,0.304349165,0.001953288,0.119982319,0.004857966,0.010613039,0.499296886,0.306123264,0.036105799,0.008202344,0.130606367,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
1739,"Great Harvest Bread Company - Boulder, Colorado",0.31332823600000004,0.274241931,0.274467856,0.0,0.096037611,0.033174904,0.005663433000000001,0.440716575,0.236798669,0.163942629,0.0,0.144297022,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1740,Great Wraps,0.237526862,0.187968475,0.064178949,0.026564541,0.47323049899999997,0.0,0.027272328999999998,0.546767552,0.21890154399999998,0.097779666,0.008444977,0.091715304,good_topic5,"bad_topic2,bad_topic3"
1741,Greek Street,0.0,0.0,0.0,0.0,0.7974758740000001,0.181672022,0.029951843,0.529906079,0.157704063,0.154314313,0.067924708,0.055611949,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
1742,Green Day Cafe,0.2802976,0.441220289,0.23006758800000002,0.0,0.0,0.037529188,0.152352134,0.331667874,0.258382306,0.178699663,0.0,0.072527319,good_topic2,"bad_topic1,bad_topic2,bad_topic3,bad_topic4"
1743,Green Day Cafe & Coffee,0.409654895,0.322045756,0.115246956,0.016737956000000002,0.031574396,0.091604066,0.011737256000000001,0.413334146,0.27458845600000004,0.151067612,0.00567425,0.136568307,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1744,Green Leafs,0.59874771,0.22296595600000002,0.0,0.081867144,0.08935802400000001,0.0,0.083599669,0.432484773,0.219472444,0.14632357,0.010669378,0.100277743,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1745,Green Lemon CafÃ©,0.23274747399999998,0.56181106,0.132648359,0.0,0.058168957,0.0074332619999999995,0.033444979,0.531257874,0.221919924,0.08397707900000001,0.0,0.12183712599999999,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1746,Green Mango CafÃ©,0.357858688,0.25005340600000003,0.074687392,0.0,0.31011434600000004,0.0,0.044979319000000004,0.48613362,0.38210444200000004,0.0,0.0,0.08020037,good_topic1,"bad_topic2,bad_topic3"
1747,Green Muse CafÃ©,0.034287121000000004,0.164546537,0.503740837,0.0,0.0,0.28954105199999997,0.010946487,0.526132695,0.309092632,0.076611586,0.0024821179999999997,0.070573441,good_topic3,"bad_topic2,bad_topic3"
1748,Green T Coffee Shop,0.154053288,0.533002842,0.182277382,0.006887786,0.042699012,0.06950716700000001,0.020918595,0.550981994,0.274485733,0.06590945,0.002299943,0.078789108,good_topic2,"bad_topic2,bad_topic3"
1749,Green's & Beans Deli,0.142817833,0.097830082,0.46965685700000004,0.0,0.1460856,0.13673823599999999,0.05687312,0.461601049,0.26704821,0.208973661,0.0,0.0,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1750,Greenhorn Espresso Cafe,0.053817263,0.5860907879999999,0.246073034,0.004864306,0.012754113999999999,0.084435577,0.014168698,0.47753218799999997,0.312754979,0.09360678199999999,0.010696068000000001,0.084147364,good_topic2,"bad_topic2,bad_topic3"
1751,Greens & Grille,0.415504671,0.28364511,0.094399983,0.021169072999999997,0.132479639,0.043042257,0.017124317,0.563406728,0.23857509899999998,0.076737042,0.005321899999999999,0.090143818,good_topic1,"bad_topic2,bad_topic3"
1752,Greens and Grille,0.440858963,0.06702168,0.237502863,0.068433955,0.12994667099999999,0.045275986,0.005192939000000001,0.527331376,0.238039017,0.131715738,0.0,0.09080987800000001,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1753,Greenspice Deli,0.246619793,0.253092432,0.36029471,0.0065150519999999995,0.0363575,0.08888029,0.0,0.7022632959999999,0.0,0.0,0.0,0.273602903,good_topic3,"bad_topic2,bad_topic6"
1754,Greg's Deli,0.251122367,0.109637606,0.27514705100000003,0.020898648,0.282233775,0.049869764000000004,0.078413556,0.449582751,0.242759695,0.096374671,0.03950042,0.08212078,good_topic5,"bad_topic2,bad_topic3"
1755,Greg's Place,0.023497578999999998,0.009679225999999999,0.17450236800000002,0.514700271,0.185835645,0.08321458400000001,0.043626128,0.425525007,0.22868530199999998,0.124894426,0.020419793999999998,0.149795378,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1756,Grendel's Den Restaurant & Bar,0.069495328,0.050208515,0.184655349,0.014198764,0.08796212699999999,0.583140453,0.02549849,0.528509609,0.224047377,0.10597168300000001,0.007876796,0.10177898099999999,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1757,Gretchen's Kitchen,0.40213553700000004,0.06120994,0.404271731,0.014680371000000001,0.07420879799999999,0.036853025,0.035264949,0.685050527,0.106969792,0.0,0.0,0.161760648,good_topic3,"bad_topic2,bad_topic3,bad_topic6"
1758,Griddler's Burgers & Dogs,0.007488326,0.0804155,0.109630094,0.518871126,0.2293834,0.041917323,0.038385002,0.5483750820000001,0.185818432,0.103683074,0.002468141,0.114849917,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1759,Grill Girls,0.167533405,0.0,0.28683077100000004,0.169913347,0.29088045100000004,0.07766739,0.0,0.878657281,0.10397940900000001,0.0,0.0,0.0,good_topic5,"bad_topic2,bad_topic3"
1760,Grilled Chi,0.593858197,0.079455949,0.116543824,0.05533838,0.05698819,0.08667479199999999,0.0,0.488462985,0.216333285,0.167367309,0.119638547,0.0,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic5"
1761,Grindhouse Killer Burgers,0.01555525,0.051028055999999995,0.086728963,0.575828977,0.141812725,0.117246725,0.038745363,0.521433991,0.196890555,0.10231405699999999,0.0065730219999999995,0.125668378,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1762,Groundwork Coffee Co.,0.039298593,0.597861966,0.22920193,0.0,0.086255333,0.03507868,0.0,0.495207995,0.407493169,0.029222547,0.0,0.060956742,good_topic2,"bad_topic2,bad_topic3"
1763,Grub,0.23092485,0.153804504,0.13380260900000002,0.218856407,0.11330745199999999,0.138517903,0.0,0.734261394,0.11557284699999999,0.062453793,0.0,0.074275598,good_topic1,"bad_topic2,bad_topic3"
1764,Grub Burger Bar,0.029900272000000002,0.037429767,0.047445037,0.42281142299999996,0.338778882,0.111554446,0.027416927999999997,0.552870101,0.188427683,0.104130655,0.013931346,0.10574078699999999,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1765,Grumpy White's,0.158817559,0.028316706,0.144647106,0.22266105100000003,0.330891112,0.10413965,0.01112506,0.5261048110000001,0.19132510100000003,0.13538239999999999,0.013149646999999999,0.115121649,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1766,Grumpy's Saloon,0.0,0.0,0.082600639,0.0,0.175283112,0.726223037,0.009644896,0.559276946,0.196791679,0.110577226,0.027409222999999996,0.086805229,good_topic6,"bad_topic2,bad_topic3,bad_topic4"
1767,Guiseppe's Sub Shop,0.34175181600000004,0.07238748099999999,0.530523224,0.001975145,0.009506581,0.031233549,0.028420914,0.5243167360000001,0.258884624,0.062339084,0.047107229,0.073324718,good_topic3,"bad_topic2,bad_topic3"
1768,Gula's Bakery,0.239472035,0.604470527,0.14411496199999999,0.0,0.0,0.0,0.0,0.61701078,0.253582715,0.051102787000000004,0.0,0.067326859,good_topic2,"bad_topic2,bad_topic3"
1769,Gulu Gulu Cafe,0.04650221,0.275387523,0.121472712,0.004948199,0.127320841,0.41366875200000003,0.019550598,0.513432166,0.23490565800000002,0.099583645,0.007328726,0.118587643,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1770,Gulu-Gulu Cafe,0.0,0.263753563,0.084272098,0.0,0.013680581,0.629466519,0.212939963,0.7647293209999999,0.0,0.0,0.0,0.0,good_topic6,"bad_topic1,bad_topic2"
1771,Gunbarrel Deli,0.483651441,0.026262373,0.480688512,0.0,0.0,0.0,0.009488692,0.5580591579999999,0.231547902,0.077872581,0.004846306,0.11057056300000001,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
1772,Gunther Tooties,0.118970296,0.421052452,0.36958108799999995,0.0,0.04538267,0.034827332,0.021779246000000002,0.49202641399999997,0.28468476800000003,0.102463714,0.008289576,0.083748634,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
1773,Gusto Cafe,0.050252245999999993,0.491711113,0.37538344100000004,0.001667584,0.025438667,0.044307032,0.039443582000000005,0.469070029,0.31857322,0.140224983,0.0,0.026319584,good_topic2,"bad_topic2,bad_topic3,bad_topic4"
1774,Gutbusters,0.10551308599999999,0.326918022,0.179963972,0.133736172,0.18066728899999998,0.062673189,0.018209637,0.602743651,0.18648425300000002,0.048801344,0.022341454,0.113392887,good_topic2,"bad_topic2,bad_topic3,bad_topic6"
1775,Gutenberg's Cafe,0.041729826,0.7328371109999999,0.12075660099999999,0.015711852,0.060124002,0.016847368999999997,0.019028873999999998,0.483228315,0.259339997,0.108293946,0.006613433,0.11847503,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1776,Guthrieâs,0.012502428999999999,0.0,0.367401233,0.471307772,0.072869444,0.063799077,0.0,0.440626048,0.283371262,0.145905943,0.0,0.120851036,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1777,Gyro City,0.38717891,0.065836079,0.09174596900000001,0.020230631000000002,0.17466654399999998,0.24816041600000002,0.048072784,0.556003403,0.131777059,0.09794193699999999,0.038591901,0.11989857400000001,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
1778,Gyro Fresh Mediterranean Grill,0.432660141,0.088737824,0.063929851,0.041000403,0.161250765,0.20023789,0.047335573,0.6096685620000001,0.154208831,0.083430154,0.00997057,0.087405121,good_topic1,"bad_topic2,bad_topic3"
1779,Gyro Gyro,0.309132347,0.086132902,0.138571258,0.06260521200000001,0.19571682699999998,0.197506337,0.069815894,0.593610606,0.134735994,0.10949685199999999,0.0,0.08329215599999999,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1780,Gyro House Mediterranean Grill,0.357828728,0.032553949,0.118131196,0.045451567000000005,0.19051647800000002,0.24494799899999997,0.027938462999999997,0.54112904,0.160490598,0.12772946599999999,0.013883735,0.121823838,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1781,Gyro Wrap,0.069730692,0.0,0.10713691300000001,0.114448488,0.5181084420000001,0.18637041699999998,0.080441075,0.472800185,0.054020539000000006,0.154432617,0.025212519,0.200862944,good_topic5,"bad_topic2,bad_topic4,bad_topic6"
1782,GÃ¼ero,0.527808547,0.10223096400000001,0.121979266,0.01625984,0.12595662300000002,0.094834084,0.005993043000000001,0.527889017,0.23187555699999998,0.14154148,0.005256956,0.080228395,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1783,H&F Burger,0.025777647999999997,0.034314552000000005,0.096604458,0.5820576129999999,0.18621298600000002,0.063511384,0.023517124,0.54685865,0.17243748899999997,0.095592025,0.002313619,0.151569775,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
1784,HBurger,0.09390981,0.052494052,0.136902134,0.424247384,0.11372098300000001,0.172620296,0.026985711000000003,0.5453826039999999,0.192849413,0.114752447,0.012199298,0.102971731,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1785,HK Too,0.100140613,0.0,0.16563386900000002,0.029708032000000002,0.597734898,0.099558744,0.029175997999999998,0.543106695,0.18528508600000002,0.12013835,0.007704707,0.106076167,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1786,HOT KRUST PANINI KITCHEN,0.214686762,0.21114059100000002,0.107929908,0.131262488,0.288553806,0.037312648,0.047000969000000004,0.542029002,0.20362854,0.085371079,0.0,0.114381814,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1787,Ha VL,0.5357593620000001,0.068906658,0.27537836600000004,0.003233486,0.076994825,0.031084208999999998,0.048592314000000005,0.453270778,0.283767352,0.09217162,0.013612938,0.100141884,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
1788,Habibi Kabob Grill,0.257150415,0.101680561,0.10196344199999999,0.017341211999999998,0.23895361199999998,0.271709675,0.020837628,0.438767355,0.28482213100000003,0.13391266300000002,0.0011329180000000001,0.111918184,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1789,Habibi UCF,0.331147572,0.062408780999999997,0.04584234400000001,0.008808293,0.279441272,0.261922736,0.034492808,0.586397214,0.174771083,0.081161093,0.0,0.115300709,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
1790,Hadley's Bar + Kitchen,0.043150692000000004,0.12243519,0.039223546,0.187080425,0.384861666,0.212579307,0.041454944,0.477208974,0.273887416,0.11027628199999999,0.00700366,0.083266742,good_topic5,"bad_topic2,bad_topic3,bad_topic4"
1791,Hail Caesar,0.8943967820000001,0.08726868,0.0,0.0,0.0,0.0,0.07597435799999999,0.44278676299999997,0.19774080300000002,0.101670384,0.017398693,0.16209959,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1792,Hale & Hearty Soups,0.39657448700000003,0.25120591800000003,0.32159705,0.0,0.024919462000000003,0.0,0.0,0.525568284,0.22036181800000001,0.06768598,0.007336575,0.173192095,good_topic1,"bad_topic2,bad_topic3,bad_topic6"
1793,Half Fast Subs,0.195743523,0.07877583099999999,0.41402858299999995,0.042817513,0.067035155,0.192363846,0.038623227,0.532765035,0.189679635,0.12864572400000002,0.021976911000000002,0.079559885,good_topic3,"bad_topic2,bad_topic3,bad_topic4"
1794,Halfway Cafe,0.020090402,0.023017596,0.14242696900000001,0.164233588,0.271298241,0.36858824700000004,0.014197578999999998,0.556655432,0.215666025,0.07611773599999999,0.008659975,0.120667993,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1795,Hall Street Grill,0.16717712699999998,0.022527352999999996,0.07512519599999999,0.029597035,0.411025436,0.286492697,0.02223309,0.510462188,0.244877714,0.092489486,0.001279837,0.121534028,good_topic5,"bad_topic2,bad_topic3,bad_topic6"
1796,Hamburger 2.85,0.115741353,0.023196992000000003,0.32837163,0.465556573,0.028698951,0.02691623,0.017276742,0.627828509,0.135708919,0.07909257900000001,0.0,0.130513631,good_topic4,"bad_topic2,bad_topic3,bad_topic6"
1797,Hamburger Mary's,0.028461222999999997,0.080617624,0.10647043099999999,0.19372051,0.34346677600000003,0.236922463,0.027025543,0.519164379,0.226623607,0.108893514,0.005598678,0.105134862,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1798,Hamburger Mary's Bar & Grille,0.0,0.092002155,0.210151555,0.190480173,0.145511881,0.35344324299999996,0.033223551000000004,0.573794138,0.181725374,0.097878113,0.004976118,0.103096726,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1799,Hamilton's Pub,0.054374119000000005,0.0,0.049569108,0.246568254,0.103399876,0.532124639,0.056783609000000006,0.517084371,0.26187143,0.04456636,0.0,0.11059891699999999,good_topic6,"bad_topic2,bad_topic3,bad_topic6"
1800,Hand Helds Quality Sliders,0.201479856,0.021414539,0.14191277300000002,0.358915338,0.259764992,0.00720913,0.0,0.38665159,0.255381688,0.196479551,0.0,0.157550856,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1801,Hand in Hand,0.019538917,0.095203991,0.169815021,0.03685996,0.256604752,0.41344631600000004,0.021927505,0.51306854,0.234058742,0.10331035,0.015123181000000001,0.105851384,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1802,Handy Cafe & Catering,0.388374979,0.039867043,0.078858974,0.310227584,0.112404015,0.059169760999999994,0.015404582,0.48620792399999996,0.236652887,0.162110271,0.002213956,0.090774174,good_topic1,"bad_topic2,bad_topic3,bad_topic4"
1803,Handy Pantry,0.09517634400000001,0.30939632,0.43159629,0.0,0.0,0.153314477,0.0,0.674642682,0.140786722,0.0,0.0,0.173172578,good_topic3,"bad_topic2,bad_topic3,bad_topic6"
1804,Hang Town Grill,0.294244863,0.048577737999999995,0.122287884,0.50971337,0.0,0.019369359,0.0,0.638489261,0.19570582399999997,0.099108716,0.0,0.060685745,good_topic4,"bad_topic2,bad_topic3"
1805,HangOverEasy,0.05083315,0.545684514,0.11332873800000001,0.04872493,0.140991136,0.08924977699999999,0.012055191000000002,0.453019454,0.240425105,0.152624593,0.008307354,0.127736897,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1806,Hangry City Grille and Spirits,0.057984337999999996,0.09736742400000001,0.030826036,0.26745953899999997,0.34032120899999996,0.193736935,0.025058199,0.568136185,0.175191911,0.11757553400000001,0.0,0.108802157,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1807,Hangtown Grill,0.09861174199999999,0.0,0.416724101,0.197141156,0.183457062,0.100443177,0.035134684,0.67078492,0.187007146,0.09800118599999999,0.0,0.0,good_topic3,"bad_topic2,bad_topic3"
1808,Hanoi Bistro,0.302039139,0.13288925599999998,0.069085754,0.0,0.25549028100000004,0.229898935,0.045459519000000004,0.410922656,0.243555247,0.159947758,0.0,0.136677238,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1809,Happy Espresso,0.0,0.61309728,0.376018494,0.0,0.0,0.0,0.0,0.260127097,0.561939418,0.079401508,0.0,0.093221895,good_topic2,"bad_topic2,bad_topic3"
1810,Happy Mountain Bean and Bistro,0.0,0.253087729,0.526887357,0.0,0.10664858699999999,0.112000048,0.015212482,0.563463861,0.265195689,0.064403002,0.0,0.08309443400000001,good_topic3,"bad_topic2,bad_topic3"
1811,Harbor Cafe,0.15199796599999998,0.34828401299999995,0.283325853,0.0,0.18888272600000003,0.018414864,0.017518871000000002,0.427224582,0.314093981,0.125393717,0.009513608,0.10002291599999999,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1812,Hard Rock Cafe,0.045456403,0.031255132000000005,0.106447241,0.08987586,0.49217784700000006,0.224176476,0.023684298,0.51108033,0.235141787,0.101085428,0.007558642,0.11392033300000001,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6"
1813,Hardee's,0.028291119,0.07755944,0.321826113,0.304864329,0.25403486399999997,0.002436103,0.029599714,0.504332226,0.22063939300000002,0.09998917800000001,0.020557828,0.116095276,good_topic3,"bad_topic2,bad_topic3,bad_topic6"
